LAD13CD,LAD13CDO,LAD13NM,FLUOCC,C_LAT,C_LON,TOTALOCC,RATE
E07000167,36UF,Ryedale,0,54.210596451390366,-0.8522625079805445,46,0
E07000168,36UG,Scarborough,5,54.36651752465954,-0.6354470778709318,455,"1,0989010989011"
E07000169,36UH,Selby,1,53.787118586909045,-1.1346988260408437,356,"0,280898876404494"
E07000170,37UB,Ashfield,0,53.09226912649409,-1.259164646911011,44,0
E07000171,37UC,Bassetlaw,3,53.33280738084643,-0.9588655170709625,355,"0,845070422535211"
E07000172,37UD,Broxtowe,2,52.97644154565124,-1.2621237699686907,196,"1,02040816326531"
E07000173,37UE,Gedling,0,53.02837598704626,-1.1193597989264303,69,0
E07000174,37UF,Mansfield,0,53.17071449972463,-1.172760224865671,312,0
E07000175,37UG,Newark and Sherwood,1,53.12397405768439,-0.9197363655262909,49,"2,04081632653061"
E07000176,37UJ,Rushcliffe,0,52.90083439706981,-1.0375263828850196,36,0
E07000177,38UB,Cherwell,6,51.95886825567989,-1.2758677666929006,427,"1,40515222482436"
E07000178,38UC,Oxford,39,51.75454504081736,-1.2409794203993676,2992,"1,30347593582888"
E07000179,38UD,South Oxfordshire,1,51.63381251487764,-1.0714941987077247,160,"0,625"
E07000180,38UE,Vale of White Horse,1,51.634185452584155,-1.4416119185850418,108,"0,925925925925926"
E07000181,38UF,West Oxfordshire,1,51.83761826460301,-1.506867386385122,254,"0,393700787401575"
E07000187,40UB,Mendip,4,51.20283658910439,-2.5445701762409083,558,"0,716845878136201"
E07000188,40UC,Sedgemoor,0,51.18471895526066,-2.9525905178167573,141,0
E07000189,40UD,South Somerset,5,50.988051292466594,-2.709567708764955,251,"1,99203187250996"
E07000190,40UE,Taunton Deane,6,51.010455911091945,-3.1572697276580537,389,"1,54241645244216"
E07000191,40UF,West Somerset,0,51.13369726496965,-3.4904714410631272,115,0
E07000192,41UB,Cannock Chase,5,52.712377281129974,-1.9802267319652176,599,"0,834724540901502"
E07000193,41UC,East Staffordshire,0,52.86332449957506,-1.8122867745141436,55,0
E07000194,41UD,Lichfield,4,52.68817276784541,-1.8049732120917732,308,"1,2987012987013"
E07000195,41UE,Newcastle-under-Lyme,0,52.99315950617131,-2.318776625641044,184,0
E07000196,41UF,South Staffordshire,1,52.625545031444915,-2.1766764342661253,150,"0,666666666666667"
E07000197,41UG,Stafford,7,52.848153676272794,-2.1765062052487343,590,"1,1864406779661"
E07000198,41UH,Staffordshire Moorlands,0,53.07936721287981,-1.9812622790131647,184,0
E07000199,41UK,Tamworth,4,52.62640517237155,-1.6778523329934416,448,"0,892857142857143"
E07000200,42UB,Babergh,1,52.050500471699884,0.9153333073429912,131,"0,763358778625954"
E07000201,42UC,Forest Heath,1,52.354780785770366,0.5316155852843365,57,"1,75438596491228"
E07000202,42UD,Ipswich,53,52.055835456583296,1.159819068193517,1255,"4,22310756972112"
E07000203,42UE,Mid Suffolk,209,52.246830480867104,1.0926190410996255,388,"53,8659793814433"
E07000204,42UF,St Edmundsbury,2,52.23344937782408,0.674471301706253,116,"1,72413793103448"
E07000205,42UG,Suffolk Coastal,1,52.16284266669614,1.41204908019012,118,"0,847457627118644"
E07000206,42UH,Waveney,8,52.419334901147934,1.5846498720606887,566,"1,41342756183746"
E07000207,43UB,Elmbridge,1,51.35708446938806,-0.3921499602647351,169,"0,591715976331361"
E07000208,43UC,Epsom and Ewell,3,51.33911651275762,-0.26143050604992474,259,"1,15830115830116"
E07000209,43UD,Guildford,17,51.24772498009555,-0.5616267981527736,612,"2,77777777777778"
E07000210,43UE,Mole Valley,0,51.21225726227628,-0.3251026176844485,72,0
E07000211,43UF,Reigate and Banstead,3,51.25318329670105,-0.1918526819943616,207,"1,44927536231884"
E07000212,43UG,Runnymede,3,51.39374111987767,-0.5413182548859016,161,"1,86335403726708"
E07000213,43UH,Spelthorne,3,51.424753294605324,-0.4679901948905848,450,"0,666666666666667"
E07000214,43UJ,Surrey Heath,2,51.342872657706074,-0.6705150190746159,156,"1,28205128205128"
E07000215,43UK,Tandridge,0,51.22701691323894,-0.04338162331166384,18,0
E07000216,43UL,Waverley,2,51.149743996081185,-0.6327218906906404,127,"1,5748031496063"
E07000217,43UM,Woking,0,51.31382149804919,-0.5607480518892857,354,0
E07000218,44UB,North Warwickshire,1,52.547504869850464,-1.6280342839273596,47,"2,12765957446808"
E07000219,44UC,Nuneaton and Bedworth,4,52.50110645220385,-1.47587364661961,248,"1,61290322580645"
E07000220,44UD,Rugby,1,52.384403666564154,-1.328343674752251,323,"0,309597523219814"
E07000221,44UE,Stratford-on-Avon,0,52.178774460295614,-1.6229636398087712,41,0
E07000222,44UF,Warwick,2,52.30997064877424,-1.584688951183669,344,"0,581395348837209"
E07000223,45UB,Adur,0,50.84440947383846,-0.29859190924619944,14,0
E07000224,45UC,Arun,0,50.840886399903205,-0.5679129432522191,111,0
E07000225,45UD,Chichester,1,50.93758789107297,-0.7419755446915086,430,"0,232558139534884"
E07000226,45UE,Crawley,3,51.12541546769542,-0.18201465854197038,489,"0,613496932515337"
E07000227,45UF,Horsham,8,50.99377076357239,-0.3662645451056464,307,"2,60586319218241"
E07000228,45UG,Mid Sussex,193,51.02085969142035,-0.12692151586334519,237,"81,4345991561182"
E07000229,45UH,Worthing,11,50.829140395001886,-0.3958023082982101,499,"2,20440881763527"
E07000234,47UB,Bromsgrove,3,52.36172814810461,-2.0160494754936127,261,"1,14942528735632"
E07000235,47UC,Malvern Hills,3,52.18292076479958,-2.345041647573652,842,"0,356294536817102"
E07000236,47UD,Redditch,5,52.28225923733289,-1.9518493202123133,361,"1,38504155124654"
E07000237,47UE,Worcester,6,52.19666103763948,-2.211338784519296,1331,"0,450788880540947"
E07000238,47UF,Wychavon,49,52.16427362310778,-2.051074900674663,125,"39,2"
E07000239,47UG,Wyre Forest,4,52.379542059973396,-2.2746638276496993,249,"1,60642570281124"
E07000240,26UG,St Albans,3,51.77204485720741,-0.3424751719191811,854,"0,351288056206089"
E07000241,26UL,Welwyn Hatfield,1,51.76687479850212,-0.1941000410009392,335,"0,298507462686567"
E07000242,26UD,East Hertfordshire,0,51.86505371334906,-0.008197154835440815,83,0
E07000243,26UH,Stevenage,1,51.90429316318348,-0.18932628094571588,361,"0,277008310249307"
E08000001,00BL,Bolton,20,53.57862688133243,-2.466987047078448,1566,"1,27713920817369"
E08000002,00BM,Bury,5,53.58786138840759,-2.3125878750166606,537,"0,931098696461825"
E08000003,00BN,Manchester,141,53.45152927853347,-2.232483957492278,16386,"0,860490662760893"
E08000004,00BP,Oldham,4,53.551876030285044,-2.0506501805122013,507,"0,788954635108481"
E08000005,00BQ,Rochdale,2,53.61655699260054,-2.157838305193517,461,"0,433839479392625"
E08000006,00BR,Salford,6,53.4895338503966,-2.3701738101454186,826,"0,726392251815981"
E08000007,00BS,Stockport,6,53.393949796792285,-2.1281031028215973,1232,"0,487012987012987"
E08000008,00BT,Tameside,4,53.477468466610325,-2.0628097628058546,333,"1,2012012012012"
E08000009,00BU,Trafford,1,53.41899998230484,-2.3553493139043358,542,"0,18450184501845"
E08000010,00BW,Wigan,5,53.524147717024334,-2.5895924920921662,1117,"0,44762757385855"
E08000011,00BX,Knowsley,1,53.42512533735749,-2.8340999052828306,177,"0,564971751412429"
E08000012,00BY,Liverpool,53,53.395473088693144,-2.9170730253928783,7255,"0,73053066850448"
E08000013,00BZ,St. Helens,0,53.45947721908549,-2.723657722020376,56,0
E08000014,00CA,Sefton,5,53.56530314160833,-3.016229285015407,339,"1,47492625368732"
E08000015,00CB,Wirral,53,53.36931758317277,-3.092446411011381,468,"11,3247863247863"
E08000016,00CC,Barnsley,100,53.53581924960558,-1.5325138526953104,829,"12,0627261761158"
E08000017,00CE,Doncaster,18,53.54433452384291,-1.095677876727208,1402,"1,28388017118402"
E08000018,00CF,Rotherham,2,53.408643602750054,-1.28624817008049,687,"0,291120815138282"
E08000019,00CG,Sheffield,65,53.40441510137114,-1.5504993690932867,5337,"1,21791268502904"
E08000021,00CJ,Newcastle upon Tyne,63,55.00770092819051,-1.6578254858297587,6315,"0,997624703087886"
E08000022,00CK,North Tyneside,0,55.028133499552716,-1.5171080363828977,466,0
E08000023,00CL,South Tyneside,50,54.963579972782355,-1.44417532543805,220,"22,7272727272727"
E08000024,00CM,Sunderland,32,54.88043308720118,-1.4519297577813979,2708,"1,18168389955687"
E08000025,00CN,Birmingham,60,52.48856511776392,-1.8747234415792158,7258,"0,826674014880132"
E08000026,00CQ,Coventry,12,52.41683859650487,-1.5197551259527067,2029,"0,59142434696895"
E08000027,00CR,Dudley,13,52.482838341192746,-2.1087591338153246,608,"2,13815789473684"
E08000028,00CS,Sandwell,1,52.515410333487836,-2.008972617982868,218,"0,458715596330275"
E08000029,00CT,Solihull,3,52.4130934407959,-1.7270799146300786,705,"0,425531914893617"
E08000030,00CU,Walsall,2,52.59923342542808,-1.9663526010323886,743,"0,269179004037685"
E08000031,00CW,Wolverhampton,8,52.58916903247684,-2.121007126471379,1213,"0,659521846661171"
E08000032,00CX,Bradford,11,53.84470098816906,-1.8547320899396407,1383,"0,795372378886479"
E08000033,00CY,Calderdale,51,53.7211768077611,-1.9734583598481672,855,"5,96491228070175"
E08000034,00CZ,Kirklees,10,53.62737644626667,-1.7632028546853293,1998,"0,500500500500501"
E08000035,00DA,Leeds,58,53.825763999812615,-1.506019226804518,7593,"0,763861451336758"
E08000036,00DB,Wakefield,7,53.66065753975017,-1.411795772136364,1643,"0,426049908703591"
E08000037,00CH,Gateshead,5,54.93537127844615,-1.6829010255173795,728,"0,686813186813187"
E09000001,00AA,City of London,8,51.51436016422593,-0.09241769181744867,2721,"0,294009555310548"
E09000002,00AB,Barking and Dagenham,0,51.54390621925141,0.13319493655164036,68,0
E09000003,00AC,Barnet,1,51.61597588484802,-0.20999840063711683,235,"0,425531914893617"
E09000004,00AD,Bexley,1,51.460824356445755,0.14238316544076868,150,"0,666666666666667"
E09000005,00AE,Brent,1,51.55850386975393,-0.26780343844589716,388,"0,257731958762887"
E09000006,00AF,Bromley,48,51.37194246828392,0.05154643569535417,150,32
E09000007,00AG,Camden,5,51.54634166661319,-0.15740429530650427,686,"0,728862973760933"
E09000008,00AH,Croydon,0,51.35527790771046,-0.08713708980478407,148,0
E09000009,00AJ,Ealing,420,51.522422059176996,-0.3310105984062704,65338,"0,642811227769445"
E09000010,00AK,Enfield,0,51.65094459354251,-0.08725031798764353,80,0
E09000011,00AL,Greenwich,0,51.47437703856844,0.05556965239821843,130,0
E09000012,00AM,Hackney,2,51.55221374669158,-0.0632949673082854,472,"0,423728813559322"
E09000013,00AN,Hammersmith and Fulham,2,51.49495664166269,-0.22077120107151174,492,"0,40650406504065"
E09000014,00AP,Haringey,0,51.59032016213735,-0.1074490465114636,203,0
E09000015,00AQ,Harrow,1,51.597671351687545,-0.341250721274605,145,"0,689655172413793"
E09000016,00AR,Havering,3,51.563067539738334,0.2204463871196752,686,"0,43731778425656"
E09000017,00AS,Hillingdon,1,51.54146096108173,-0.445643991255779,135,"0,740740740740741"
E09000018,00AT,Hounslow,0,51.46844081114051,-0.3661196629990689,142,0
E09000019,00AU,Islington,1,51.5484337597073,-0.11023047416968426,652,"0,153374233128834"
E09000020,00AW,Kensington and Chelsea,2,51.501152942605444,-0.19220108483869264,624,"0,32051282051282"
E09000021,00AX,Kingston upon Thames,4,51.38785037066463,-0.28688465718270645,134,"2,98507462686567"
E09000022,00AY,Lambeth,4,51.45378410956681,-0.11828942562943036,938,"0,426439232409382"
E09000023,00AZ,Lewisham,2,51.44822874373839,-0.020268301385005346,201,"0,99502487562189"
E09000024,00BA,Merton,0,51.40989415656793,-0.19723439544242466,137,0
E09000025,00BB,Newham,1,51.52683618097027,0.03756011055086072,257,"0,389105058365759"
E09000026,00BC,Redbridge,0,51.585605019884426,0.07588773838640321,221,0
E09000027,00BD,Richmond upon Thames,2,51.44269406273873,-0.3123341458556327,414,"0,483091787439613"
E09000028,00BE,Southwark,1,51.47418426770027,-0.07403443173528812,227,"0,440528634361234"
E09000029,00BF,Sutton,0,51.362033710888255,-0.1775552432860304,104,0
E09000030,00BG,Tower Hamlets,2,51.515687169175585,-0.03463999651847128,476,"0,420168067226891"
E09000031,00BH,Waltham Forest,0,51.59398066450649,-0.01261767533816666,222,0
E09000032,00BJ,Wandsworth,0,51.45191900404548,-0.1861727428980895,232,0
E09000033,00BK,Westminster,28,51.51339070127847,-0.16044802112544615,5517,"0,507522204096429"
S12000005,00QF,Clackmannanshire,5,56.150526873791655,-3.742224252066296,667,"0,749625187406297"
S12000006,00QH,Dumfries and Galloway,5,55.070630721751506,-3.9568237840262066,229,"2,18340611353712"
S12000008,00QK,East Ayrshire,4,55.48539532649407,-4.314383304312137,591,"0,676818950930626"
S12000010,00QM,East Lothian,2,55.94203431100567,-2.7208668924654797,177,"1,12994350282486"
S12000011,00QN,East Renfrewshire,6,55.75318583068386,-4.359620672554105,608,"0,986842105263158"
S12000013,00RJ,Eilean Siar,53,57.91138959632681,-6.867792198688965,285,"18,5964912280702"
S12000014,00QQ,Falkirk,6,55.997382754361574,-3.7906767649548656,732,"0,819672131147541"
S12000015,00QR,Fife,11,56.22919717922279,-3.1236128512238373,1174,"0,936967632027257"
S12000017,00QT,Highland,9,57.579179532105705,-4.761325863856384,828,"1,08695652173913"
S12000018,00QU,Inverclyde,0,55.90445860042221,-4.742733743769722,272,0
S12000019,00QW,Midlothian,2,55.83225712526032,-3.1103983421920316,337,"0,593471810089021"
S12000020,00QX,Moray,4,57.47599823721504,-3.267186347947081,508,"0,78740157480315"
S12000021,00QY,North Ayrshire,9,55.650571997931074,-4.979551187301945,849,"1,06007067137809"
S12000023,00RA,Orkney Islands,99,59.02968117794038,-3.0350761282252194,280,"35,3571428571429"
S12000024,00RB,Perth and Kinross,1,56.56590709088829,-3.819911206605548,106,"0,943396226415094"
S12000026,00QE,Scottish Borders,5,55.57651070934067,-2.787726864868426,447,"1,11856823266219"
S12000027,00RD,Shetland Islands,0,60.39636553403721,-1.2525174331323803,148,0
S12000028,00RE,South Ayrshire,22,55.26879227343175,-4.6886352905029245,2399,"0,917048770320967"
S12000029,00RF,South Lanarkshire,0,55.612873921188566,-3.8110641101716953,171,0
S12000030,00RG,Stirling,1,56.24436560843082,-4.341023472290615,40,"2,5"
S12000033,00QA,Aberdeen City,60,57.15586167616574,-2.1735868650051824,2066,"2,90416263310745"
S12000034,00QB,Aberdeenshire,5,57.241965304182536,-2.6292338498533607,107,"4,67289719626168"
S12000035,00QD,Argyll and Bute,0,56.12361133884895,-5.501565836056191,94,0
S12000036,00QP,City of Edinburgh,121,55.92657526455772,-3.2883809685487484,8850,"1,36723163841808"
S12000038,00RC,Renfrewshire,5,55.84786565885073,-4.542792002363529,742,"0,673854447439353"
S12000039,00QG,West Dunbartonshire,1,55.98496247746459,-4.5177200507390936,112,"0,892857142857143"
S12000040,00RH,West Lothian,2,55.88507244989754,-3.5737940497251355,276,"0,72463768115942"
S12000041,00QC,Angus,1,56.72408459835614,-2.9177439113118293,194,"0,515463917525773"
S12000042,00QJ,Dundee City,62,56.47724363986981,-2.969542648405357,1927,"3,21743642968345"
S12000044,00QZ,North Lanarkshire,9,55.874873794062,-3.948430273362755,725,"1,24137931034483"
S12000045,00QL,East Dunbartonshire,0,55.95607680515709,-4.225590058705449,76,0
S12000046,00QS,Glasgow City,64,55.857939634486804,-4.253084184284961,9957,"0,642763884704228"
W06000001,00NA,Isle of Anglesey,146,53.28572113469285,-4.374457402733256,3240,"4,50617283950617"
W06000002,00NC,Gwynedd,2,52.894844276656556,-4.024659121651271,174,"1,14942528735632"
W06000003,00NE,Conwy,49,53.14095399936228,-3.7365180048464066,274,"17,8832116788321"
W06000004,00NG,Denbighshire,1,53.09214548809804,-3.354299102542915,44,"2,27272727272727"
W06000005,00NJ,Flintshire,19,53.21789548561857,-3.1633583072285814,359,"5,2924791086351"
W06000006,00NL,Wrexham,5,52.990246520380396,-3.0177299632972057,814,"0,614250614250614"
W06000008,00NQ,Ceredigion,39,52.25592780889503,-4.072237537233121,315,"12,3809523809524"
W06000009,00NS,Pembrokeshire,99,51.85376003070739,-4.887163029922334,1093,"9,0576395242452"
W06000010,00NU,Carmarthenshire,0,51.89973736788154,-4.162748102385893,192,0
W06000011,00NX,Swansea,14,51.64156286494865,-4.061252397244013,1885,"0,742705570291777"
W06000012,00NZ,Neath Port Talbot,2,51.679724871155564,-3.7434553321455146,206,"0,970873786407767"
W06000013,00PB,Bridgend,2,51.55576410345991,-3.600446025897962,552,"0,36231884057971"
W06000014,00PD,Vale of Glamorgan,0,51.44470418464034,-3.399217592841341,62,0
W06000015,00PT,Cardiff,52,51.50838036284868,-3.19958429415843,5893,"0,88240285083998"
W06000016,00PF,Rhondda Cynon Taf,1712,51.65039217243412,-3.4357390500577587,1898,"90,200210748156"
W06000018,00PK,Caerphilly,0,51.65328275655254,-3.2050051036899836,34,0
W06000019,00PL,Blaenau Gwent,2,51.766708282780215,-3.1938998983632123,93,"2,1505376344086"
W06000020,00PM,Torfaen,2,51.698590132791765,-3.0535065846712124,244,"0,819672131147541"
W06000021,00PP,Monmouthshire,3,51.75792886350193,-2.867601174685146,124,"2,41935483870968"
W06000022,00PR,Newport,9,51.57362550300939,-2.961931778323002,1014,"0,887573964497041"
W06000023,00NN,Powys,9,52.32559069799245,-3.4097965108865154,124,"7,25806451612903"
W06000024,00PH,Merthyr Tydfil,24,51.74093468243875,-3.36115776132874,249,"9,63855421686747"
